Platform name, Total Gap Time, Average Gap Time, Min Value, Max Flight Time 
HU,545:17:00:26,10:02:32:13,-980,00:02:46:13
HUER,549:17:30:00,61:01:56:40,-350,00:02:39:15
HUF,516:13:33:38,86:02:15:36,-879,00:02:38:11
HUFQ,513:05:21:37,73:07:37:22,-946,00:02:40:45
HUH,515:15:56:00,51:13:35:36,-823,00:02:01:24
HULT,528:09:11:27,66:01:08:55,-743,00:02:24:49
HUMJ,436:21:12:56,48:13:01:26,-884,00:02:41:49
HUN,474:20:07:25,43:04:00:40,-906,00:02:43:30
HUO,434:22:54:48,48:07:52:45,-643,00:02:33:00
HUT,529:04:38:46,66:03:34:50,-786,00:02:32:55
HUX,469:21:51:57,42:17:15:37,-951,00:02:43:02
HUYA,362:07:44:05,32:22:31:16,-704,00:02:46:34
HV,570:21:27:55,08:03:44:06,-933,00:02:43:53
HVFO,564:23:17:11,47:01:56:25,-820,00:02:29:04
HVL,518:16:56:42,74:02:25:14,-956,00:02:42:00
HVQ,302:06:42:11,43:04:23:10,-911,00:02:11:38
HVV,482:00:21:28,80:08:03:34,-781,00:01:50:10
HVVJ,541:03:49:41,77:07:24:14,-731,00:02:40:28
HVX,523:12:46:37,47:14:15:08,-914,00:02:28:07
HVZ,459:06:05:47,38:06:30:28,-890,00:02:30:37
HW,551:06:46:11,34:10:55:23,-944,00:02:43:53
HWA,299:05:07:00,42:17:52:25,-889,00:02:40:21
HWFO,443:04:49:01,49:05:52:06,-918,00:02:15:01
HWGY,451:19:51:00,50:04:52:20,-909,00:02:37:53
HWH,529:10:34:46,40:17:25:45,-994,00:02:41:02
HWHQ,552:05:39:17,42:11:30:42,-441,00:02:08:17
HWO,473:08:48:52,59:04:06:06,-955,00:02:36:06
HWW,524:07:27:12,65:12:55:54,-872,00:02:36:14
HWX,435:08:37:23,43:12:51:44,-924,00:02:18:40
HX,551:05:56:36,11:05:59:55,-989,00:02:44:31
HXD,559:19:20:18,79:23:20:02,-856,00:02:46:09
HXEB,529:20:35:35,44:03:42:57,-942,00:02:18:50
HXF,352:11:09:29,58:17:51:34,-726,00:02:24:27
HXG,477:21:46:21,59:17:43:17,-636,00:02:37:28
HXNO,388:15:40:53,97:03:55:13,-400,00:01:55:25
HXOA,536:13:08:45,67:01:38:35,-935,00:02:39:07
HXZ,464:01:18:07,66:07:02:35,-850,00:02:34:17
HY,551:20:03:49,16:17:20:06,-976,00:02:46:02
HYFW,512:06:54:02,56:22:06:00,-939,00:02:36:52
HYJ,507:23:43:55,56:10:38:12,-622,00:02:10:02
HYJF,415:12:05:34,69:06:00:55,-673,00:02:42:21
HYLY,516:12:17:45,51:15:37:46,-287,00:02:42:26
HYM,420:23:59:32,46:18:39:56,-561,00:02:35:40
HYNN,519:18:04:10,37:03:00:17,-961,00:01:50:37
HYP,453:04:42:59,64:17:48:59,-783,00:02:43:44
HYQ,517:16:02:41,22:12:10:33,-824,00:02:33:31
HYYN,516:12:51:44,46:22:59:14,-983,00:02:41:48
HYYX,486:03:04:15,44:04:38:34,-996,00:02:42:40
HZ,463:08:00:06,21:01:27:16,-928,00:02:41:32
HZAL,485:05:48:36,161:17:56:12,-638,00:02:09:21
HZC,374:11:08:49,62:09:51:28,-613,00:02:15:51
HZCD,404:11:32:55,44:22:36:59,-649,00:02:25:49
HZEO,521:20:14:38,57:23:34:57,-671,00:02:22:18
HZIO,548:23:06:41,45:17:55:33,-968,00:02:38:13
HZJ,450:16:23:45,56:08:02:58,-807,00:02:18:31
HZO,447:11:48:09,44:17:58:48,-912,00:02:26:37
HZQH,488:15:39:25,48:20:45:56,-567,00:02:28:49
HZR,485:08:17:12,34:16:01:13,-981,00:02:45:22
HZSQ,452:15:50:53,75:10:38:28,-822,00:01:38:06
HZVZ,525:16:13:27,58:09:48:09,-437,00:02:43:51
HZX,563:07:30:56,62:14:10:06,-707,00:02:37:05
HZXC,473:16:54:57,47:08:53:29,-970,00:01:54:05
I,578:21:01:52,00:14:14:57,-999,00:02:46:30
IA,387:23:17:47,48:11:54:43,-912,00:02:30:16
IABY,404:14:45:35,67:10:27:35,-797,00:02:27:56
IAJQ,447:09:10:17,63:21:52:53,-712,00:02:28:13
IAL,457:09:57:08,30:11:51:48,-970,00:02:43:27
IAS,326:03:43:04,46:14:14:43,-909,00:02:37:43
IASK,360:16:32:47,60:02:45:27,-500,00:02:24:39
IBC,542:18:08:40,41:18:00:40,-998,00:02:34:28
IBEC,570:23:27:43,38:01:33:50,-554,00:02:41:15
IBFZ,538:21:50:25,67:08:43:48,-959,00:02:32:20
IBRE,410:00:47:31,41:00:04:45,-943,00:02:42:32
IBRP,529:17:40:33,58:20:37:50,-924,00:02:34:29
IBT,550:15:35:27,137:15:53:51,-666,00:02:38:41
IBV,500:12:19:27,31:06:46:12,-819,00:02:36:14
IC,558:12:04:11,19:06:12:33,-975,00:02:31:33
ICC,509:00:56:39,46:06:37:52,-999,00:02:41:27
ICCC,535:15:45:49,20:14:27:08,-962,00:02:42:28
ICGO,567:11:09:39,33:09:07:37,-857,00:02:42:02
ICK,520:16:37:54,47:08:03:26,-867,00:02:36:22
ICO,554:03:46:40,61:13:45:11,-343,00:02:30:00
ICP,477:12:54:04,53:01:26:00,-858,00:02:44:47
ICPW,503:06:28:45,41:22:32:23,-967,00:02:42:19
ICS,462:03:18:37,30:19:25:14,-750,00:02:40:50
ICX,375:03:06:05,23:10:41:37,-936,00:02:44:19
ID,485:22:58:20,40:11:54:51,-690,00:02:46:03
IDCM,518:14:08:33,43:05:10:42,-904,00:02:35:49
IDFO,492:09:58:07,70:08:16:52,-883,00:02:38:09
IDI,398:21:39:26,44:07:44:22,-607,00:02:07:27
IDJJ,452:20:59:59,45:06:53:59,-766,00:02:40:40
IDP,505:20:02:36,56:04:53:37,-976,00:02:32:16
IDT,435:21:53:30,62:06:33:21,-770,00:02:31:39
IDTC,528:08:15:35,48:00:45:03,-986,00:02:34:06
IDW,510:05:40:57,72:21:22:59,-879,00:02:39:01
IDWU,311:21:26:40,77:23:21:40,-841,00:02:26:50
IDY,527:22:36:06,21:23:56:30,-992,00:02:42:24
IDZ,467:23:15:53,66:20:27:59,-837,00:02:18:33
IE,531:22:20:54,10:20:32:15,-953,00:02:45:03
IEAE,375:12:22:06,41:17:22:27,-815,00:02:29:06
IEAX,550:11:02:35,36:16:44:10,-901,00:02:42:05
IEK,287:14:26:13,47:22:24:22,-757,00:01:33:05
IELB,563:06:20:34,46:22:31:42,-959,00:02:44:46
IES,433:11:51:35,108:08:57:53,-246,00:02:33:14
IESG,550:00:13:40,45:20:01:08,-977,00:02:43:08
IF,539:17:41:29,22:11:44:13,-928,00:02:24:06
IFA,568:05:23:24,43:17:01:48,-724,00:02:42:02
IFD,541:08:28:12,49:05:08:01,-473,00:02:41:04
IFFO,393:00:01:17,98:06:00:19,-897,00:02:19:37
IFGO,503:09:27:11,55:22:23:01,-572,00:02:33:59
IFH,538:03:26:34,44:20:17:12,-989,00:02:19:11
IFJ,268:08:55:43,89:10:58:34,-924,00:02:15:34
IFMT,529:14:47:03,48:03:31:33,-840,00:02:43:46
IFPY,556:12:47:29,50:14:15:13,-670,00:02:45:16
IFQA,330:06:33:34,55:01:05:35,-890,00:02:37:29
IG,555:19:20:17,20:14:02:58,-889,00:02:44:10
IGD,488:09:10:55,30:12:34:25,-885,00:02:37:18
IGEL,433:06:23:45,54:03:47:58,-907,00:02:40:04
IGH,557:15:04:52,69:16:53:06,-762,00:02:14:19
IGLZ,462:11:22:45,57:19:25:20,-841,00:02:45:50
IGO,430:19:57:36,86:03:59:31,-633,00:02:26:50
IGOV,477:12:40:31,59:16:35:03,-774,00:02:28:54
IGQ,521:10:03:34,40:02:37:11,-880,00:02:35:33
IGQE,342:13:50:41,85:15:27:40,-968,00:02:30:50
IGWF,418:06:30:15,69:17:05:02,-862,00:02:38:22
IH,538:04:01:31,16:07:23:40,-969,00:02:40:49
IHB,455:18:50:56,30:09:15:23,-893,00:02:46:16
IHCY,396:03:32:54,56:14:13:16,-886,00:02:28:52
IHJQ,524:09:31:46,74:21:55:58,-587,00:02:19:09
IHKO,400:07:53:49,44:11:32:38,-876,00:02:46:05
IHME,244:09:04:06,40:17:30:41,-967,00:02:45:10
IHP,504:20:29:35,50:11:38:57,-831,00:02:35:45
IHQJ,490:07:38:56,81:17:16:29,-989,00:02:41:03
IHZH,421:00:07:33,70:04:01:15,-838,00:02:28:54
II,560:01:44:11,11:10:19:16,-967,00:02:43:05
IICX,425:11:14:32,85:02:14:54,-982,00:02:19:48
IIF,301:11:35:24,60:07:07:04,-829,00:02:36:54
IIIJ,450:00:28:07,40:21:51:38,-938,00:02:41:41
IINL,315:22:54:04,39:11:51:45,-348,00:02:40:52
IINM,476:18:51:07,68:02:41:35,-638,00:02:22:33
IIP,377:10:50:22,75:11:46:04,-484,00:01:20:13
IIQA,541:03:19:52,41:15:01:31,-996,00:02:30:38
IIS,557:00:21:21,34:19:31:20,-906,00:02:42:41
IIT,512:04:39:34,36:14:02:49,-915,00:02:43:13
IIUA,469:20:06:48,93:23:13:21,-625,00:02:24:05
IIY,447:12:23:41,74:14:03:56,-989,00:02:13:51
IJ,560:19:44:13,08:18:18:30,-990,00:02:38:42
IJCW,565:12:34:07,62:20:03:47,-822,00:02:40:29
IJHU,460:03:57:08,38:08:19:45,-727,00:02:39:54
IJLG,476:10:44:53,29:18:40:18,-941,00:02:43:46
IJPS,522:01:37:35,74:13:56:47,-534,00:02:44:12
IK,539:13:47:42,14:13:59:40,-872,00:02:43:43
IKIE,495:22:51:54,55:02:32:26,-817,00:02:21:46
IKMN,531:20:28:48,48:08:24:26,-727,00:02:17:49
IKSD,360:03:08:34,51:10:44:04,-791,00:02:26:38
IKTW,389:07:21:54,55:14:45:59,-775,00:02:44:02
IKUK,522:16:32:09,130:16:08:02,-912,00:02:34:10
IKX,543:16:32:31,49:10:13:51,-970,00:02:40:31
IL,548:15:52:13,18:22:03:52,-917,00:02:41:13
ILIO,347:05:18:14,57:20:53:02,-858,00:02:18:46
ILRS,388:19:30:32,64:19:15:05,0,00:02:36:38
ILRT,353:14:29:59,50:12:21:25,-970,00:02:32:01
ILY,522:02:56:47,47:11:10:37,-997,00:02:21:17
IM,566:05:24:00,06:17:46:42,-966,00:02:46:26
IMK,499:14:31:23,62:10:48:55,-950,00:02:40:00
IMR,569:12:10:06,56:22:49:00,-862,00:02:25:07
IMWL,430:20:02:09,35:21:40:10,-447,00:02:36:39
IMY,471:23:30:00,52:10:36:40,-686,00:02:20:52
IN,551:10:10:03,21:05:00:23,-897,00:02:45:28
INA,436:20:24:42,18:04:51:01,-791,00:02:45:02
INC,383:12:51:17,34:20:48:17,-757,00:02:17:27
INDU,559:13:36:06,55:22:57:36,-936,00:02:46:32
INE,369:16:34:08,36:23:15:24,-823,00:02:30:23
INL,468:06:05:51,66:21:26:33,-816,00:02:36:45
INLJ,532:21:28:25,53:06:56:50,-925,00:02:46:37
INNO,557:09:52:45,46:10:49:23,-814,00:02:13:40
INPQ,450:18:45:41,112:16:41:25,-870,00:02:32:41
INS,391:21:35:02,55:23:39:17,-698,00:02:33:38
INVE,561:23:30:53,56:04:45:05,-783,00:02:34:29
INWV,519:09:17:41,39:22:52:07,-870,00:02:29:06
IO,448:07:36:27,44:19:57:38,-735,00:01:59:23
IOA,450:15:32:58,56:07:56:37,-805,00:02:39:05
IOAG,488:09:09:29,69:18:27:04,-830,00:02:35:16
IOE,464:17:20:59,38:17:26:44,-731,00:02:36:57
IOH,477:00:32:22,47:16:51:14,-974,00:02:10:21
IOY,488:10:34:09,81:09:45:41,-961,00:02:42:14
IP,566:13:12:24,11:13:29:38,-991,00:02:44:04
IPA,439:12:07:17,48:20:00:48,-965,00:02:40:29
IPI,451:05:33:58,75:04:55:39,-771,00:02:34:23
IPIV,561:05:55:20,93:12:59:13,-440,00:02:19:37
IPLX,482:15:24:45,68:22:46:23,-772,00:02:11:05
IPNR,439:02:23:55,62:17:29:07,-730,00:01:53:59
IPO,367:11:55:49,52:11:59:24,-916,00:02:33:46
IPP,552:13:02:22,42:12:04:47,-706,00:02:44:31
IPRT,492:23:34:49,41:01:57:54,-873,00:02:46:24
IPWC,490:21:02:09,61:08:37:46,-959,00:02:15:09
IQ,534:09:25:03,29:16:31:23,-907,00:02:39:50
IQB,430:15:27:08,53:19:55:53,-931,00:02:01:26
IQEQ,524:01:40:40,34:22:30:42,-876,00:02:38:00
IQH,513:13:26:35,46:16:29:41,-874,00:02:27:50
IQJ,538:08:32:09,76:21:47:27,-940,00:02:24:35
IQL,487:07:22:40,54:03:29:11,-685,00:02:28:42
IR,522:05:12:53,104:10:38:34,-922,00:02:11:18
IRBW,465:21:30:17,77:15:35:02,-900,00:02:42:45
IRDU,378:13:18:50,94:15:19:42,-791,00:02:32:52
IRHY,465:05:24:16,42:07:02:12,-939,00:02:42:53
IRMV,420:19:01:44,70:03:10:17,-846,00:02:46:21
IRQ,548:14:43:21,34:06:55:12,-973,00:02:30:55
IRQX,418:15:14:28,46:12:21:36,-958,00:02:41:33
IRUW,332:09:53:35,83:02:28:23,-925,00:02:22:54
IS,506:02:47:12,101:05:21:26,-666,00:02:23:23
ISE,413:11:29:56,51:16:26:14,-626,00:02:37:42
ISFZ,502:22:00:17,45:17:16:23,-963,00:02:28:33
ISG,426:10:05:47,60:22:00:49,-969,00:02:37:52
ISRE,464:09:26:41,51:14:22:57,-723,00:02:45:18
ISRS,479:23:11:12,43:15:11:55,-886,00:02:36:07
IST,489:23:57:40,40:19:59:48,-831,00:02:41:41
ISU,385:14:22:19,48:04:47:47,-958,00:02:29:51
ISUQ,467:22:34:37,38:23:52:53,-872,00:02:41:15
ISYX,424:00:25:35,38:13:07:46,-630,00:02:40:37
IT,569:11:27:00,13:05:50:51,-980,00:02:45:28
ITE,509:00:46:50,29:22:38:02,-884,00:02:28:40
ITFN,432:20:57:10,61:20:08:10,-988,00:02:46:30
ITJ,551:00:04:36,68:21:00:34,-768,00:02:43:16
ITNH,453:22:50:36,45:09:29:03,-882,00:02:25:59
ITP,565:19:58:39,26:22:39:56,-960,00:02:42:03
ITR,516:08:14:08,43:00:41:10,-864,00:02:35:33
ITS,448:17:44:31,34:12:26:30,-759,00:02:41:07
ITT,503:12:17:28,41:23:01:27,-983,00:02:26:01
ITU,399:05:50:46,79:20:22:09,-728,00:02:26:32
ITVY,530:23:39:12,75:20:31:18,-904,00:02:13:16
ITW,533:07:17:01,106:15:51:24,-226,00:01:43:40
ITYS,504:20:59:26,63:02:37:25,-748,00:02:43:49
IU,468:16:56:16,52:01:52:55,-880,00:02:41:55
IUAI,535:19:07:41,59:12:47:31,-182,00:02:40:04
IULB,465:06:57:50,77:13:09:38,-777,00:02:04:52
IULE,511:11:44:45,85:05:57:27,-819,00:02:21:23
IUNB,548:07:16:04,42:04:15:04,-835,00:02:45:14
IUQH,398:17:00:35,56:23:00:05,-722,00:02:45:00
IURS,498:21:02:28,71:06:26:04,-480,00:02:17:49
IUW,393:02:29:14,28:01:53:31,-830,00:02:46:05
IV,556:22:38:52,07:17:38:52,-981,00:02:42:53
IVAP,534:21:20:11,44:13:46:40,-582,00:02:33:29
IVH,523:19:56:07,65:11:29:30,-840,00:02:30:10
IVHU,452:14:49:37,50:06:58:50,-643,00:02:38:43
IVK,441:14:29:48,49:01:36:38,-994,00:02:44:28
IVLO,477:10:26:58,29:20:09:11,-926,00:02:36:18
IVNF,239:17:26:15,39:22:54:22,-469,00:02:08:41
IVQ,515:06:33:15,42:22:32:46,-979,00:02:26:21
IVV,517:00:32:50,39:18:30:13,-937,00:01:57:50
IVVJ,431:13:27:57,47:22:49:46,-820,00:02:38:50
IVXV,453:13:22:39,56:16:40:19,-740,00:02:37:33
IVZ,546:19:23:08,22:18:48:27,-980,00:02:43:04
IW,506:08:00:42,29:18:49:27,-979,00:02:39:25
IWA,491:10:25:51,70:04:55:07,-838,00:02:39:23
IWE,486:17:07:13,37:10:32:51,-993,00:02:31:26
IWG,532:08:42:40,88:17:27:06,-839,00:02:26:05
IWIQ,298:04:45:47,74:13:11:26,-646,00:02:42:07
IWK,423:23:10:41,35:07:55:53,-916,00:02:41:54
IWR,428:03:20:08,71:08:33:21,-984,00:02:42:28
IWTO,497:16:05:31,55:07:07:16,-980,00:02:36:49
IWUQ,438:16:18:29,33:17:52:11,-946,00:02:21:57
IWUU,455:11:11:37,28:11:11:58,-795,00:02:45:27
IWXN,411:11:38:50,31:15:39:54,-781,00:02:33:29
IX,553:01:41:16,07:16:21:24,-970,00:02:46:20
IXDS,442:04:01:03,73:16:40:10,-989,00:02:42:52
IXEQ,519:16:43:34,47:05:53:03,-795,00:02:44:36
IXQ,521:21:02:09,57:23:40:14,-904,00:02:20:23
IXR,440:00:17:06,55:00:02:08,-699,00:02:30:29
IYEB,427:19:48:44,53:11:28:35,-619,00:02:40:18
IYFA,439:12:19:02,48:20:02:06,-774,00:02:34:32
IYL,335:17:28:24,55:22:54:44,-871,00:02:36:09
IYM,489:15:27:26,81:14:34:34,-809,00:02:34:15
IYNJ,493:11:26:39,61:16:25:49,-964,00:02:32:02
IYQJ,560:20:42:38,50:23:42:03,-745,00:02:35:42
IYW,522:14:21:16,22:17:19:11,-895,00:02:39:42
IYZM,376:01:58:22,376:01:58:22,0,00:02:04:54
IZ,503:22:25:23,17:23:56:37,-974,00:02:41:09
IZED,573:09:08:28,71:16:08:33,-669,00:02:37:01
IZG,540:12:57:39,108:02:35:31,-671,00:02:21:05
IZI,396:16:42:15,99:04:10:33,-629,00:02:42:08
IZL,563:02:40:53,80:10:40:07,-231,00:02:33:19
IZN,416:14:15:56,104:03:33:59,-921,00:01:33:26
IZUB,429:02:38:35,35:18:13:12,-775,00:02:45:51
J,578:21:28:15,00:14:59:15,-1000,00:02:46:09
JA,570:18:13:42,11:15:33:20,-892,00:02:44:48
JARF,545:02:24:22,54:12:14:26,-835,00:02:41:17
JAS,522:06:15:37,30:17:18:33,-948,00:02:46:18
JAVG,449:10:17:41,44:22:37:46,-789,00:02:37:58
JAX,442:12:33:18,34:00:57:56,-782,00:02:33:24
JB,563:17:52:38,16:02:34:04,-971,00:02:46:36
JBDW,381:04:22:25,47:15:32:48,-568,00:02:01:31
JBMA,535:02:19:37,53:12:13:57,-961,00:02:12:51
JBMF,566:00:53:47,94:08:08:57,-505,00:02:11:26
JBPX,331:21:43:46,66:09:08:45,-652,00:01:22:37
JBW,470:12:31:32,47:01:15:09,-971,00:02:40:06
JBZ,319:15:08:13,45:15:52:36,-599,00:02:45:46
JC,558:23:02:01,10:17:58:53,-898,00:02:46:37
JCAZ,560:07:03:16,56:00:42:19,-802,00:02:28:33
JCB,543:08:28:50,67:22:03:36,-742,00:02:14:12
JCK,389:17:15:05,77:22:39:01,-950,00:02:45:35
JCKN,345:06:16:00,43:03:47:00,-725,00:02:26:47
JCL,434:09:43:04,54:07:12:53,-928,00:02:40:49
JCLZ,507:06:22:41,42:06:31:53,-940,00:02:45:16
JCSH,532:21:26:24,44:09:47:12,-877,00:02:34:30
JCTJ,520:20:54:52,40:01:36:31,-786,00:02:46:38
JD,536:07:42:48,24:09:04:40,-977,00:02:26:59
JDBK,504:02:36:53,126:00:39:13,-747,00:02:26:02
JDG,506:07:45:01,56:06:11:40,-979,00:02:37:43
JDOO,400:20:03:48,36:10:33:04,-934,00:02:42:49
JDSZ,362:07:01:51,120:18:20:37,-344,00:01:15:03
JDY,379:19:14:46,126:14:24:55,-680,00:02:46:27
JE,544:15:52:21,25:22:28:12,-950,00:02:44:15
JEF,502:14:47:26,83:18:27:54,-983,00:02:41:08
JEJ,536:13:16:49,67:01:39:36,-671,00:02:35:47
JEQ,505:07:50:09,63:03:58:46,-778,00:02:38:32
JEXZ,552:22:19:22,50:06:23:34,-956,00:02:39:52
JF,573:12:48:10,08:01:52:13,-992,00:02:46:38
JFA,529:00:44:13,75:13:49:10,-543,00:02:42:27
JG,530:07:14:34,18:22:32:39,-976,00:02:46:00
JGA,499:16:32:56,62:11:04:07,-942,00:02:19:51
JGDU,385:02:08:14,64:04:21:22,-889,00:02:28:39
JGK,452:19:26:38,64:16:29:31,-978,00:02:22:16
JGN,520:16:46:02,43:09:23:50,-877,00:02:17:02
JGO,520:06:18:46,74:07:45:32,-790,00:02:40:09
JGPT,458:04:05:34,45:19:36:33,-862,00:02:34:39
JGWE,514:02:57:51,51:09:53:47,-811,00:02:35:32
JGZ,461:16:59:16,65:22:59:53,-961,00:02:19:47
JH,556:05:06:16,17:09:09:34,-904,00:02:42:47
JHF,489:21:19:32,61:05:39:56,-841,00:02:22:36
JHI,556:19:25:10,79:13:03:35,-938,00:02:43:52
JHP,430:16:01:02,35:21:20:05,-793,00:02:44:57
JHQ,468:20:48:56,36:01:36:04,-994,00:02:30:28
JHT,518:03:09:18,129:12:47:19,-341,00:02:19:43
JHTL,422:14:52:23,52:19:51:32,-387,00:02:13:10
JHU,407:02:38:28,33:22:13:12,-931,00:02:18:30
JHV,382:11:43:48,63:17:57:18,-842,00:02:41:31
JHY,537:16:12:40,53:18:25:16,-885,00:02:44:59
JI,477:20:31:57,23:21:25:35,-936,00:02:45:35
JIEG,544:01:28:45,49:11:02:36,-734,00:02:26:25
JIQ,525:05:41:42,30:21:30:41,-845,00:02:42:25
JIS,499:04:46:50,35:15:46:12,-996,00:02:25:53
JISX,386:04:16:07,35:02:34:11,-993,00:02:26:03
JIU,557:05:31:40,34:19:50:43,-571,00:02:42:53
JIW,558:19:07:49,69:20:23:28,-804,00:02:44:10
JIZU,427:06:06:53,38:20:11:32,-813,00:01:50:32
JJ,566:14:43:03,10:16:34:46,-996,00:02:45:06
JJE,504:23:05:51,38:20:14:17,-681,00:02:28:35
JJFD,518:16:39:36,64:20:04:57,-749,00:02:44:39
JJM,402:21:02:10,57:13:17:27,-848,00:02:33:35
JJN,317:16:07:39,22:16:34:49,-648,00:02:33:51
JJTG,218:11:59:14,43:16:47:50,-947,00:02:45:31
JJU,299:12:23:13,74:21:05:48,-979,00:02:37:57
JJYW,544:15:43:55,60:12:24:52,-960,00:02:40:26
JK,568:12:36:36,09:15:15:52,-940,00:02:44:40
JKE,491:07:05:20,37:19:00:24,-680,00:02:36:47
JKJE,528:20:59:34,37:18:38:32,-846,00:02:40:21
JKOQ,375:14:22:19,62:14:23:43,-940,00:02:31:33
JKPP,546:23:27:55,54:16:44:47,-999,00:02:12:59
JKPW,314:18:53:23,52:11:08:53,-898,00:02:13:20
JKTG,460:04:52:20,51:03:12:28,-944,00:02:41:44
JKV,531:02:33:31,16:14:19:47,-994,00:02:43:30
JL,551:14:35:57,29:00:46:06,-981,00:02:41:49
JLAB,550:17:41:06,61:04:37:54,-990,00:02:46:13
JLAE,342:08:50:37,48:21:50:05,-774,00:02:30:34
JLD,515:04:14:37,57:05:48:17,-965,00:02:33:36
JLLT,486:09:02:09,37:09:55:33,-854,00:02:37:31
JM,571:04:14:21,14:15:29:35,-920,00:02:38:25
JMD,483:17:25:32,40:07:27:07,-597,00:02:30:13
JMFD,508:19:59:58,42:09:39:59,-973,00:02:37:24
JMI,374:18:20:35,41:15:22:17,-847,00:02:46:14
JMR,486:22:05:01,44:06:22:16,-820,00:02:42:51
JN,543:13:50:35,08:08:42:19,-993,00:02:45:54
JNEY,539:00:06:10,59:21:20:41,-755,00:02:42:26
JNF,369:20:41:53,41:02:17:59,-959,00:02:43:35
JNM,357:22:40:08,39:18:31:07,-825,00:02:34:15
JNNY,566:07:08:12,33:07:28:43,-909,00:02:41:26
JNPQ,476:18:10:44,43:08:11:53,-949,00:02:41:54
JNS,503:16:57:58,41:23:24:49,-903,00:02:39:03
JNTH,505:03:13:31,63:03:24:11,-476,00:02:15:52
JNW,420:13:06:37,46:17:27:24,-894,00:02:43:31
JO,509:23:00:43,14:23:58:15,-864,00:02:44:44
JOJC,547:04:08:42,60:19:07:38,-815,00:02:33:56
JOLN,446:01:56:15,55:18:14:31,-828,00:02:15:16
JOM,467:08:43:03,155:18:54:21,-886,00:02:22:19
JOTR,418:04:35:55,104:13:08:58,-930,00:02:43:55
JOTZ,446:16:38:10,74:10:46:21,-905,00:02:36:07
JOWX,391:19:47:30,27:23:41:57,-421,00:02:37:38
JOZ,310:00:19:53,31:00:01:59,-852,00:02:17:58
JP,533:09:50:59,29:15:12:49,-929,00:02:35:51
JPA,423:05:56:18,70:12:59:23,-994,00:01:56:56
JPDV,538:23:23:12,67:08:55:24,-322,00:02:35:50
JPEY,464:06:26:02,58:00:48:15,-984,00:02:24:40
JPFK,489:18:20:21,34:23:35:44,-921,00:02:42:13
JPG,433:12:13:07,54:04:31:38,-580,00:02:27:50
JPH,405:13:32:21,101:09:23:05,-819,00:02:05:48
JPI,410:20:07:08,37:08:22:28,-740,00:02:40:35
JPJ,524:18:38:52,43:17:33:14,-988,00:02:38:50
JPP,377:12:04:00,47:04:30:30,-683,00:02:26:47
JPPR,507:02:24:00,56:08:16:00,-927,00:02:42:04
JPSC,447:04:12:55,63:21:10:25,-400,00:02:44:39
JPVE,529:00:07:51,58:18:40:52,-867,00:02:23:08
JPY,512:00:21:47,34:03:13:27,-986,00:02:32:02
JQ,491:11:40:58,32:18:22:43,-814,00:02:42:56
JQG,525:06:57:54,65:15:52:14,-293,00:02:06:30
JQSU,551:09:02:12,34:11:03:53,-929,00:02:45:47
JQUZ,395:23:15:49,98:23:48:57,-959,00:02:23:35
JQWR,502:07:56:52,55:19:32:59,-919,00:02:18:43
JQY,491:23:25:23,98:09:29:04,-709,00:02:16:54
JQZ,510:19:14:45,85:03:12:27,-719,00:02:31:13
JR,550:05:08:21,16:16:09:20,-967,00:02:24:53
JRE,268:03:41:27,53:15:08:17,-846,00:02:37:48
JROT,559:16:03:17,46:15:20:16,-768,00:02:46:32
JRV,237:01:38:59,33:20:48:25,-970,00:02:35:25
JS,540:22:48:04,14:05:39:09,-916,00:02:42:20
JSDA,508:04:19:10,46:04:45:22,-913,00:02:37:05
JSF,410:19:07:13,58:16:26:44,-945,00:02:30:53
JSFE,283:00:22:31,20:05:10:10,-820,00:02:46:28
JSJ,462:16:29:17,51:09:49:55,-976,00:02:30:14
JSU,171:17:21:49,42:22:20:27,-684,00:01:12:13
JSV,570:17:52:47,40:18:25:11,-908,00:02:39:57
JSW,528:19:42:27,58:18:11:23,-623,00:02:44:55
JT,548:17:39:24,30:11:38:51,-674,00:02:33:02
JTC,467:16:51:15,46:18:29:07,-911,00:01:58:49
JTFG,514:02:53:51,64:06:21:43,-513,00:01:57:45
JTJ,410:01:11:05,68:08:11:50,-875,00:02:41:05
JTMD,529:22:37:21,58:21:10:49,-968,00:02:26:12
JTMY,435:18:25:42,48:10:02:51,-946,00:02:31:16
JTR,551:14:27:52,55:03:50:47,-891,00:02:37:03
JTW,551:18:39:36,50:03:52:41,-974,00:02:41:51
JTZ,405:12:44:31,50:16:35:33,-924,00:02:30:44
JU,564:16:56:10,13:10:41:20,-953,00:02:41:32
JUM,425:23:24:29,70:23:54:04,-622,00:02:36:21
JUO,270:00:29:50,45:00:04:58,-890,00:02:39:25
JUSF,412:14:41:08,37:12:14:38,-953,00:02:32:25
JUT,229:02:30:42,57:06:37:40,-884,00:02:21:56
JUTI,497:22:19:29,62:05:47:26,-925,00:02:43:33
JUX,547:04:23:23,39:02:01:40,-992,00:02:23:06
JUXO,487:00:27:20,54:02:43:02,-971,00:02:21:42
JV,575:15:07:16,14:18:14:01,-942,00:02:39:34
JVB,494:06:43:52,44:22:25:48,-982,00:02:25:45
JVFE,497:15:33:04,41:11:17:45,-851,00:02:43:48
JVLL,462:21:48:11,38:13:49:00,-877,00:02:42:56
JVMZ,432:05:59:06,28:19:35:56,-987,00:02:29:14
